checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted
<0DM,18,Existing_loans_paid_till_now,furniture/equipment,2462,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,22,none,own,c1,skilled_employee/official,1,No,yes,1
None,21,Critical_acct_other_loans_existing,furniture/equipment,2288,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,none,own,j1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,48,All_loans_paid_duly,business,3566,100_to_500DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,30,none,own,s1,skilled_employee/official,1,No,yes,2
<0DM,6,Critical_acct_other_loans_existing,new_car,860,<100DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,39,none,own,a22,skilled_employee/official,1,Yes,yes,2
None,12,Critical_acct_other_loans_existing,new_car,682,100_to_500DM,4_to_7yrs,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,51,none,own,z22,skilled_employee/official,1,Yes,yes,2
<0DM,36,Critical_acct_other_loans_existing,furniture/equipment,5371,<100DM,1_to_4yrs,3,male_single,guarantor,2,building_society_savings_agreement/life_insurance,28,none,own,r22,skilled_employee/official,1,No,yes,2
None,18,Critical_acct_other_loans_existing,radio/television,1582,>1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,46,none,own,v22,skilled_employee/official,1,No,yes,2
None,6,Existing_loans_paid_till_now,radio/television,1346,100_to_500DM,>7yrs,2,male_single,None,4,unknown/no_property,42,bank,for_free,1,skilled_employee/official,2,Yes,yes,2
None,10,Existing_loans_paid_till_now,radio/television,1924,<100DM,1_to_4yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,38,none,own,1,skilled_employee/official,1,Yes,no,2
>200DM,36,Existing_loans_paid_till_now,radio/television,5848,<100DM,1_to_4yrs,4,male_single,None,1,car_or_other_nonsavings,24,none,own,1,skilled_employee/official,1,No,yes,2
0_to_200DM,24,Critical_acct_other_loans_existing,used_car,7758,>1000DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,29,none,rent,1,skilled_employee/official,1,No,yes,2
0_to_200DM,24,Delay_in_past,business,6967,100_to_500DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,36,none,rent,n1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,1282,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,none,rent,k1,skilled_employee/official,1,No,yes,1
<0DM,9,Critical_acct_other_loans_existing,repairs,1288,100_to_500DM,>7yrs,3,male_single,guarantor,4,real_estate,48,none,own,ce22,skilled_employee/official,2,No,no,2
<0DM,12,All_loans_paid_duly,retraining,339,<100DM,>7yrs,4,male_married/widowed,None,1,car_or_other_nonsavings,45,bank,own,1,unskilled_resident,1,No,yes,2
0_to_200DM,24,Existing_loans_paid_till_now,new_car,3512,100_to_500DM,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,38,bank,own,w22,skilled_employee/official,1,Yes,yes,2
None,6,Critical_acct_other_loans_existing,radio/television,1898,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,34,none,own,e22,unskilled_resident,2,No,yes,2
None,24,Critical_acct_other_loans_existing,radio/television,2872,100_to_500DM,>7yrs,3,male_single,None,4,real_estate,36,none,own,o1,skilled_employee/official,2,Yes,yes,2
None,18,Critical_acct_other_loans_existing,new_car,1055,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,30,none,own,22,skilled_employee/official,1,No,yes,2
None,15,Existing_loans_paid_till_now,domestic_appliances,1262,500_to_1000DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,36,none,own,i22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,10,Existing_loans_paid_till_now,new_car,7308,<100DM,unemployed,2,male_single,None,4,unknown/no_property,70,bank,for_free,iw1,management_self-employed_highly_qualified/officer,1,Yes,yes,2
None,36,Existing_loans_paid_till_now,new_car,909,500_to_1000DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,36,none,own,1,skilled_employee/official,1,No,yes,2
None,6,Existing_loans_paid_till_now,furniture/equipment,2978,500_to_1000DM,1_to_4yrs,1,male_single,None,2,car_or_other_nonsavings,32,none,own,g1,skilled_employee/official,1,Yes,yes,2
<0DM,18,Existing_loans_paid_till_now,furniture/equipment,1131,<100DM,unemployed,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,33,none,own,s1,skilled_employee/official,1,No,yes,1
0_to_200DM,11,Existing_loans_paid_till_now,furniture/equipment,1577,>1000DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,20,none,own,yl1,skilled_employee/official,1,No,yes,2
None,24,Existing_loans_paid_till_now,furniture/equipment,3972,<100DM,4_to_7yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,25,none,rent,t1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,24,Critical_acct_other_loans_existing,business,1935,<100DM,>7yrs,4,male_divorced/separated,None,4,real_estate,31,none,own,fd22,skilled_employee/official,1,Yes,yes,1
<0DM,15,No_loans_taken_or_all_paid,new_car,950,<100DM,>7yrs,4,male_single,None,3,car_or_other_nonsavings,33,none,rent,h22,skilled_employee/official,2,No,yes,1
None,12,Existing_loans_paid_till_now,furniture/equipment,763,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,1,real_estate,26,none,own,u1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,24,Delay_in_past,furniture/equipment,2064,<100DM,unemployed,3,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,34,none,own,rcl1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
0_to_200DM,8,Existing_loans_paid_till_now,radio/television,1414,<100DM,1_to_4yrs,4,male_single,guarantor,2,real_estate,33,none,own,y1,skilled_employee/official,1,No,no,2
<0DM,21,Delay_in_past,education,3414,<100DM,<1yr,2,male_single,None,1,building_society_savings_agreement/life_insurance,26,none,own,k22,skilled_employee/official,1,No,yes,1
None,30,All_loans_paid_duly,used_car,7485,Unknown_or_no_savings_acct,unemployed,4,female_divorced/separated/married,None,1,real_estate,53,bank,own,x1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,2577,<100DM,1_to_4yrs,2,male_divorced/separated,None,1,car_or_other_nonsavings,42,none,own,1,skilled_employee/official,1,No,yes,2
<0DM,6,Critical_acct_other_loans_existing,radio/television,338,500_to_1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,52,none,own,22,skilled_employee/official,1,No,yes,2
None,12,Existing_loans_paid_till_now,radio/television,1963,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,31,none,rent,k22,management_self-employed_highly_qualified/officer,2,Yes,yes,2
<0DM,21,Critical_acct_other_loans_existing,new_car,571,<100DM,>7yrs,4,male_single,None,4,real_estate,65,none,own,yi22,skilled_employee/official,1,No,yes,2
None,36,Delay_in_past,business,9572,<100DM,<1yr,1,male_divorced/separated,None,1,car_or_other_nonsavings,28,none,own,d22,skilled_employee/official,1,No,yes,1
0_to_200DM,36,Delay_in_past,business,4455,<100DM,1_to_4yrs,2,male_divorced/separated,None,2,real_estate,30,stores,own,22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
<0DM,21,All_loans_paid_duly,new_car,1647,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,40,none,own,g22,unskilled_resident,2,No,yes,1
None,24,Critical_acct_other_loans_existing,furniture/equipment,3777,>1000DM,1_to_4yrs,4,male_single,None,4,real_estate,50,none,own,fe1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,18,Critical_acct_other_loans_existing,new_car,884,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,36,bank,own,k1,skilled_employee/official,2,Yes,yes,1
None,15,Critical_acct_other_loans_existing,radio/television,1360,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,31,none,own,rr22,skilled_employee/official,1,No,yes,2
0_to_200DM,9,All_loans_paid_duly,used_car,5129,<100DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,74,bank,for_free,z1,management_self-employed_highly_qualified/officer,2,Yes,yes,1
0_to_200DM,16,Critical_acct_other_loans_existing,new_car,1175,<100DM,unemployed,2,male_single,None,3,car_or_other_nonsavings,68,none,for_free,qd333,unemployed/unskilled_nonresident,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,radio/television,674,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,20,none,own,1,skilled_employee/official,1,No,yes,1
0_to_200DM,18,No_loans_taken_or_all_paid,furniture/equipment,3244,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,33,bank,own,e22,skilled_employee/official,1,Yes,yes,2
None,24,Existing_loans_paid_till_now,business,4591,>1000DM,1_to_4yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,54,none,own,o333,management_self-employed_highly_qualified/officer,1,Yes,yes,1
0_to_200DM,48,No_loans_taken_or_all_paid,business,3844,100_to_500DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,34,none,for_free,on1,unskilled_resident,2,No,yes,1
0_to_200DM,27,Existing_loans_paid_till_now,business,3915,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,36,none,own,k1,skilled_employee/official,2,Yes,yes,1
None,6,Existing_loans_paid_till_now,radio/television,2108,<100DM,4_to_7yrs,2,male_married/widowed,None,2,real_estate,29,none,rent,1,skilled_employee/official,1,No,yes,2
0_to_200DM,45,Existing_loans_paid_till_now,radio/television,3031,100_to_500DM,1_to_4yrs,4,male_single,guarantor,4,building_society_savings_agreement/life_insurance,21,none,rent,f1,skilled_employee/official,1,No,yes,1
0_to_200DM,9,Critical_acct_other_loans_existing,education,1501,<100DM,>7yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,34,none,own,22,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,6,Critical_acct_other_loans_existing,radio/television,1382,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,none,own,t22,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,furniture/equipment,951,100_to_500DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,27,bank,rent,4444,skilled_employee/official,1,No,yes,1
0_to_200DM,24,Existing_loans_paid_till_now,used_car,2760,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,36,bank,for_free,1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,18,Delay_in_past,furniture/equipment,4297,<100DM,>7yrs,4,male_divorced/separated,None,3,unknown/no_property,40,none,own,1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,9,Critical_acct_other_loans_existing,education,936,500_to_1000DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,52,none,own,tr22,skilled_employee/official,1,Yes,yes,2
<0DM,12,Existing_loans_paid_till_now,new_car,1168,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,27,none,own,1,unskilled_resident,1,No,yes,2
None,27,Delay_in_past,business,5117,<100DM,4_to_7yrs,3,male_single,None,4,car_or_other_nonsavings,26,none,own,l22,skilled_employee/official,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,retraining,902,<100DM,4_to_7yrs,4,male_married/widowed,None,4,building_society_savings_agreement/life_insurance,21,none,rent,sx1,skilled_employee/official,1,No,yes,1
None,12,Critical_acct_other_loans_existing,new_car,1495,<100DM,>7yrs,4,male_single,None,1,real_estate,38,none,own,y22,unskilled_resident,2,No,yes,2
<0DM,30,Critical_acct_other_loans_existing,used_car,10623,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,38,none,for_free,a333,management_self-employed_highly_qualified/officer,2,Yes,yes,2
None,12,Critical_acct_other_loans_existing,furniture/equipment,1935,<100DM,>7yrs,4,male_single,None,4,real_estate,43,none,own,hf333,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,Critical_acct_other_loans_existing,domestic_appliances,1424,<100DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,26,none,own,1,skilled_employee/official,1,No,yes,2
<0DM,24,Existing_loans_paid_till_now,business,6568,<100DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,21,stores,own,1,unskilled_resident,1,No,yes,2
None,12,Existing_loans_paid_till_now,used_car,1413,>1000DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,55,none,own,1,skilled_employee/official,1,No,no,2
None,9,Critical_acct_other_loans_existing,radio/television,3074,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,33,none,own,nq22,skilled_employee/official,2,No,yes,2
None,36,Existing_loans_paid_till_now,radio/television,3835,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,real_estate,45,none,own,xq1,unskilled_resident,1,Yes,yes,2
<0DM,27,No_loans_taken_or_all_paid,business,5293,<100DM,unemployed,2,male_single,None,4,building_society_savings_agreement/life_insurance,50,stores,own,m22,skilled_employee/official,1,Yes,yes,1
>200DM,30,Delay_in_past,business,1908,<100DM,>7yrs,4,male_single,None,4,real_estate,66,none,own,l1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,36,Critical_acct_other_loans_existing,radio/television,3342,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,51,none,own,1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,6,Critical_acct_other_loans_existing,retraining,932,Unknown_or_no_savings_acct,4_to_7yrs,1,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,39,none,own,22,unskilled_resident,1,No,yes,2
<0DM,18,No_loans_taken_or_all_paid,business,3104,<100DM,4_to_7yrs,3,male_single,None,1,building_society_savings_agreement/life_insurance,31,bank,own,nh1,skilled_employee/official,1,Yes,yes,2
>200DM,36,Existing_loans_paid_till_now,radio/television,3913,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,23,none,own,ea1,skilled_employee/official,1,Yes,yes,2
<0DM,24,Existing_loans_paid_till_now,furniture/equipment,3021,<100DM,1_to_4yrs,2,male_divorced/separated,None,2,real_estate,24,none,rent,q1,unskilled_resident,1,No,yes,2
None,10,Existing_loans_paid_till_now,new_car,1364,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,64,none,own,yq1,skilled_employee/official,1,Yes,yes,2
0_to_200DM,12,Existing_loans_paid_till_now,radio/television,625,<100DM,<1yr,4,male_married/widowed,guarantor,1,real_estate,26,bank,own,fku1,unskilled_resident,1,No,yes,2
<0DM,12,Existing_loans_paid_till_now,education,1200,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,bank,rent,q1,skilled_employee/official,1,Yes,yes,2
None,12,Existing_loans_paid_till_now,radio/television,707,<100DM,1_to_4yrs,4,male_single,None,2,real_estate,30,bank,own,22,skilled_employee/official,1,No,yes,2
None,24,Delay_in_past,business,2978,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,real_estate,32,none,own,22,skilled_employee/official,2,Yes,yes,2
None,15,Existing_loans_paid_till_now,used_car,4657,<100DM,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,30,none,own,x1,skilled_employee/official,1,Yes,yes,2
None,36,No_loans_taken_or_all_paid,repairs,2613,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,27,none,own,jup22,skilled_employee/official,1,No,yes,2
0_to_200DM,48,Existing_loans_paid_till_now,radio/television,10961,>1000DM,4_to_7yrs,1,male_single,co-applicant,2,unknown/no_property,27,bank,own,au22,skilled_employee/official,1,Yes,yes,1
<0DM,12,Existing_loans_paid_till_now,furniture/equipment,7865,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,53,none,for_free,shq1,management_self-employed_highly_qualified/officer,1,Yes,yes,1
None,9,Existing_loans_paid_till_now,radio/television,1478,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,22,none,own,s1,skilled_employee/official,1,No,yes,1
<0DM,24,Existing_loans_paid_till_now,furniture/equipment,3149,<100DM,<1yr,4,male_single,None,1,unknown/no_property,22,bank,for_free,1,skilled_employee/official,1,No,yes,2
>200DM,36,Existing_loans_paid_till_now,radio/television,4210,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,26,none,own,1,skilled_employee/official,1,No,yes,1
None,9,Existing_loans_paid_till_now,new_car,2507,500_to_1000DM,>7yrs,2,male_single,None,4,unknown/no_property,51,none,for_free,1,unskilled_resident,1,No,yes,2
None,12,Existing_loans_paid_till_now,radio/television,2141,100_to_500DM,4_to_7yrs,3,male_single,None,1,unknown/no_property,35,none,own,wo1,skilled_employee/official,1,No,yes,2
0_to_200DM,18,Existing_loans_paid_till_now,radio/television,866,<100DM,1_to_4yrs,4,male_married/widowed,guarantor,2,real_estate,25,none,own,o1,unskilled_resident,1,No,yes,2
None,4,Critical_acct_other_loans_existing,radio/television,1544,<100DM,4_to_7yrs,2,male_single,None,1,real_estate,42,none,own,333,unskilled_resident,2,No,yes,2
<0DM,24,Existing_loans_paid_till_now,radio/television,1823,<100DM,unemployed,4,male_single,None,2,car_or_other_nonsavings,30,stores,own,1,management_self-employed_highly_qualified/officer,2,No,yes,1
0_to_200DM,6,Existing_loans_paid_till_now,new_car,14555,Unknown_or_no_savings_acct,unemployed,1,male_single,None,2,building_society_savings_agreement/life_insurance,23,none,own,m1,unemployed/unskilled_nonresident,1,Yes,yes,1
0_to_200DM,21,Existing_loans_paid_till_now,business,2767,100_to_500DM,>7yrs,4,male_divorced/separated,None,2,car_or_other_nonsavings,61,bank,rent,22,unskilled_resident,1,No,yes,1
None,12,Critical_acct_other_loans_existing,radio/television,1291,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,35,none,own,ek22,skilled_employee/official,1,No,yes,2
